order_id,customer_id,order_date,region,product_category,price,quantity,coupon_code,revenue
928,235,2024-12-14,West,Electronics,81.81,4,,327.24
929,157,2024-04-06,South,Home,13.22,3,,39.660000000000004
930,36,2024-04-16,South,Electronics,77.4,1,,77.4
931,206,2024-08-17,East,Clothing,27.0,2,,54.0
932,175,2024-02-27,East,Electronics,19.49,4,WELCOME10,77.96
933,79,2024-02-09,West,Clothing,155.43,2,,310.86
934,106,2024-12-12,South,Clothing,12.39,4,,49.56
935,220,2024-03-19,West,Home,195.68,1,,195.68
936,149,2024-03-02,West,Electronics,96.37,3,WELCOME10,289.11
937,152,2024-04-16,North,Clothing,54.92,1,,54.92
938,200,2024-08-26,South,Home,177.4,2,,354.8
939,263,2024-11-09,West,Clothing,86.74,1,,86.74
940,278,2024-05-13,South,Clothing,100.12,4,,400.48
941,51,2024-07-23,South,Home,34.38,3,,103.14000000000001
942,91,2024-06-02,West,Books,19.14,4,,76.56
943,10,2024-09-12,North,Clothing,13.9,3,,41.7
944,106,2024-05-02,South,Home,190.68,1,,190.68
945,86,2024-04-03,North,Clothing,98.98,2,,197.96
946,34,2024-10-20,East,Electronics,42.67,1,,42.67
947,122,2024-05-23,West,Books,125.58,3,SPRING20,376.74
948,34,2024-12-14,North,Home,124.5,3,,373.5
949,127,2024-02-11,East,Home,46.52,4,WELCOME10,186.08
950,8,2024-11-15,East,Electronics,337.68,1,,337.68
951,28,2024-09-20,South,Electronics,168.39,3,WELCOME10,505.16999999999996
952,297,2024-05-10,West,Electronics,69.48,3,,208.44
953,46,2024-06-23,West,Books,30.95,3,,92.85
954,138,2024-03-16,West,Books,19.98,3,,59.94
955,240,2024-06-29,East,Home,20.35,1,,20.35
956,47,2024-03-07,East,Books,88.48,1,,88.48
957,122,2024-08-28,South,Electronics,170.99,1,WELCOME10,170.99
958,59,2024-06-14,South,Electronics,15.27,4,,61.08
959,22,2024-01-26,East,Home,7.7,4,WELCOME10,30.8
960,257,2024-12-06,East,Home,93.59,1,WELCOME10,93.59
961,148,2024-07-11,East,Home,166.09,2,,332.18
962,148,2024-05-08,South,Books,237.87,2,,475.74
963,28,2024-02-22,South,Clothing,54.26,4,,217.04
964,98,2024-12-03,South,Home,16.73,1,,16.73
965,233,2024-02-24,South,Home,289.22,3,,867.6600000000001
966,239,2024-05-07,West,Clothing,199.25,2,,398.5
967,235,2024-06-12,North,Books,72.25,2,,144.5
968,240,2024-11-30,East,Books,30.51,4,,122.04
969,196,2024-11-12,East,Electronics,30.49,1,SPRING20,30.49
970,292,2024-06-27,West,Electronics,13.38,4,WELCOME10,53.52
971,96,2024-04-10,South,Clothing,18.53,4,SPRING20,74.12
972,30,2024-04-16,East,Home,14.53,4,,58.12
973,279,2024-08-18,West,Clothing,104.8,4,,419.2
974,248,2024-05-31,South,Electronics,103.33,3,,309.99
975,267,2024-07-12,North,Clothing,139.6,4,,558.4
976,299,2024-09-13,West,Electronics,16.46,4,,65.84
977,73,2024-10-15,South,Clothing,39.88,3,,119.64000000000001
978,32,2024-04-14,South,Clothing,70.63,3,,211.89
979,83,2024-12-12,West,Electronics,192.16,3,,576.48
980,136,2024-11-27,South,Home,53.71,2,SPRING20,107.42
981,216,2024-12-23,North,Home,134.98,4,,539.92
982,137,2024-04-24,North,Clothing,9.53,3,SPRING20,28.589999999999996
983,24,2024-01-26,South,Clothing,210.96,1,SPRING20,210.96
984,291,2024-07-02,West,Clothing,135.94,3,WELCOME10,407.82
985,252,2024-03-10,North,Clothing,51.37,1,,51.37
986,132,2024-01-06,East,Clothing,76.79,1,SPRING20,76.79
987,16,2024-09-27,West,Electronics,33.37,4,SPRING20,133.48
988,281,2024-08-03,West,Clothing,16.48,4,,65.92
989,63,2024-01-03,East,Books,6.14,1,WELCOME10,6.14
990,107,2024-04-01,West,Home,116.94,2,SPRING20,233.88
991,122,2024-03-05,North,Home,57.98,3,,173.94
992,27,2024-09-05,North,Books,66.63,4,,266.52
993,99,2024-08-14,North,Home,66.69,1,SPRING20,66.69
994,238,2024-03-28,South,Books,110.19,1,,110.19
995,48,2024-01-25,South,Clothing,62.63,1,,62.63
996,164,2024-04-25,North,Clothing,7.64,1,,7.64
997,145,2024-09-27,South,Books,50.88,4,,203.52
998,216,2024-11-29,East,Home,31.22,3,SPRING20,93.66
999,240,2024-08-28,North,Electronics,287.13,4,,1148.52
1000,186,2024-10-15,East,Home,42.42,4,,169.68
